,username,text,query,hashtags,is_road_closed
1709,Laura Bryna,"so grateful for our firefighters and the selfless sacrifices they make for our safety. my thoughts and prayers are with you, and everyone affected by the california wildfires. #gettyfire #tickfire #kincaidefire
: #lacountyfirefighterspic.twitter.com/avgmo2fmtn",tickfire,"['gettyfire', 'tickfire', 'kincaidefire', 'lacountyfirefighterspic']",0
1710,CAR CONSUMERS,"#wednesdaythoughts stay safe. beware of unethical dealers like @carmax and @autonation. they sell dangerous recalled cars, including vehicles prone to catching on fire. yikes!! #californiafires #californiawildfire #kindcadefire #kincade #tickfire pic.twitter.com/dbuc3vzscf",tickfire,"['WednesdayThoughts', 'CaliforniaFires', 'CaliforniaWildfire', 'kindcadefire', 'Kincade', 'TickFire']",0
1711,Gonzalo Alvarado,los incendios en #california no cesan #easygire #gettyfire #kincadefire #saddleridge #tickfire https: www.instagram.com/p/b4qf4sqh0ir/?igshid=l2wwzagj8ekl …,tickfire,"['california', 'Easygire', 'Gettyfire', 'Kincadefire', 'Saddleridge', 'Tickfire']",0
1712,EMS Daily,"fema:rt fema_pete: over the last week, we’ve approved fire management assistance grants for the #kincadefire, #tickfire, #gettyfire and #easyfire. 

our femaregion9 team is working closely with cal_oes & cal_fire to support their needs as the fight t… https: twitter.com/fema/status/1189652987247046656 …)",tickfire,"['KincadeFire', 'TickFire', 'GettyFire', 'EasyFire']",0
1713,Peter Gaynor,"over the last week, we’ve approved fire management assistance grants for the #kincadefire, #tickfire, #gettyfire and #easyfire. 

our @femaregion9 team is working closely with @cal_oes & @cal_fire to support their needs as the fight to contain these fires continues.https: twitter.com/femaregion9/status/1189604344787800064 …",tickfire,"['KincadeFire', 'TickFire', 'GettyFire', 'EasyFire']",0
1714,SCV 🚁🚔🚨,#tickfire 15800 blk baker canyon rd x sierra hwy | report of a spot fire | operations will send crews over there to handle.,tickfire,['TickFire'],1
1715,EMS Daily,"fema:rt fema_pete: over the last week, we’ve approved fire management assistance grants for the #kincadefire, #tickfire, #gettyfire and #earlyfire.

our femaregion9 team is working closely with cal_oes & cal_fire to support their needs as the fight t… https: twitter.com/fema/status/1189646285164482560 …)",tickfire,"['KincadeFire', 'TickFire', 'GettyFire', 'EarlyFire']",0
1716,powertoxtinguish,wow! ladwp1... is this the new norm?!? homeowners who are near open space should look into @ptxfire. we’re working on a home defense product and hope to have it available soon! #fire #firefighter #tickfire #gettyfire… https: www.instagram.com/p/b4qaokuhubh/?igshid=gpb3ivd8aw67 …,tickfire,"['fire', 'firefighter', 'tickfire', 'gettyfire']",0
1717,NCDMPH,"https: content.govdelivery.com/accounts/usnlmdimrc/bulletins/269277d?reqfrom=share … #cafire #gettyfire #tickfire #kincadefire
resources from national library of medicine",tickfire,"['cafire', 'GettyFire', 'TickFire', 'KincadeFire']",0
1718,Cecilia Maida,"veterinarian hospital offering free boarding for animals in fires path in california! 
#simivalleyfire
#kincaidfire
#tickfire
#wildfires
#animalwelfarehttps: www.kron4.com/news/veterinary-hospitals-offering-free-boarding-for-pets-affected-by-california-wildfires/ …",tickfire,"['SimiValleyFire', 'KincaidFire', 'TickFire', 'wildfires', 'AnimalWelfarehttps']",0
1719,Heather 🦇,"burning in socal right now - #gettyfire #tickfire, #indianfire #easyfire #saddleridgefire the same crazy winds stoking the fires are keeping our air quality good to moderate, but the entire horizon looks like the apocalypse. so grateful for the firefighters who are on the line.",tickfire,"['GettyFire', 'TickFire', 'IndianFire', 'EasyFire', 'SaddleridgeFire']",0
1720,Anne-Marie Christman,"while every fire is a disaster to all those touched by it & there are dozens of fires burning in cali. the focus is disproportionately on s. cali. the #tickfire burned under 5000 acres & is 95% contained, kincade is over 75,000 acres, 15% contained. 

https: twitter.com/cal_fire/status/1189543931639283712?s=20 …",tickfire,['TickFire'],0
1721,"Gerard Braud, CSP, Fellow IEC","to learn effective #crisiscommunications, read this case study on the #wildfires and #pg&eshutoff :  https: ecs.page.link/kd99o 
#disastermanagement #disasterrecovery  #kincaidfire #santarosa #sonoma #tickfire  #gettyfire #easyfire #kincadefires #simivalley #ventura #califires",tickfire,"['crisiscommunications', 'wildfires', 'PG', 'disastermanagement', 'disasterrecovery', 'KincaidFire', 'SantaRosa', 'Sonoma', 'TickFire', 'gettyfire', 'EasyFire', 'kincadefires', 'SimiValley', 'Ventura', 'califires']",0
1722,Marley,wish i could send this rain here in arkansas to california. prayers to those effected! #tickfire,tickfire,['TickFire'],0
1723,ARK-1Responder,"people of twitter: it is unnecessary & unproductive to rt anything that is 2, 3, 4, 5 hours old. if its older than an hour old - its old news.
#easyfire #hillfire #gettyfire #kincadefire #tickfire",tickfire,"['EasyFire', 'HillFire', 'GettyFire', 'KincadeFire', 'TickFire']",0
1724,AJ Tenney,"lost out on two days of work due to the #tickfire - on top of that, lost power for over 24 hours, all food in the fridge spoiled. could definitely use some help. still without power...

http: paypal.me/oggy10e ",tickfire,['TickFire'],0
1725,CA Dept of Insurance," #losangeles county residents forced to evacuate due to fires could tap #insurance for cost reimbursement. residents urged to keep all receipts accrued during the evacuation & to contact their insurer: 
http: bit.ly/2mzueyd 
#easyfire #tickfire #hillfire #gettyfire pic.twitter.com/jogtod8a4i",tickfire,"['LosAngeles', 'insurance', 'EasyFire', 'TickFire', 'HillFire', 'GettyFire']",0
1726,The Salvation Army California South,"at multiple wildfires, (#easyfire #tickfire #hillfire) the salvation army is either currently serving or on stand-by to assist at evacuation shelters. were also prepared to help residents recover over the long term.

donate: https: give-cas.salvationarmy.org/socalfires19 pic.twitter.com/hxwkgjh96p",tickfire,"['EasyFire', 'TickFire', 'HillFire']",0
1727,Senator Holly J. Mitchell,"take time to check on your loved ones . governor @gavinnewsom has declared a statewide emergency while firefighters work to contain the major  #gettyfire, #kincadefire,  and #tickfire . if you need support or information check out the new resource site below. @cagovernorhttps: twitter.com/gavinnewsom/status/1188921311520673792 …",tickfire,"['GettyFire', 'KincadeFire', 'TickFire']",0
1728,Red Cross Los Angeles,"were honored to be one of the recipients of the $250,000 grant @walmart has committed to support ""organizations responding to impacted communities... to help meet the needs of those affected by the fires."" #gettyfire #tickfire

story via @yahoofinance https: lnkd.in/gw8xtnz ",tickfire,"['GettyFire', 'TickFire']",0
1729,DaytonCharityChicken🐔🧢,#gettyfire #hillfire #thieffire #mureaufire #waterfire #tickfire #california #cawx #calfire #cafires #californiafire #californiawildfirehttps: twitter.com/nwslosangeles/status/1189606450298908672 …,tickfire,"['GettyFire', 'HillFire', 'ThiefFire', 'MureauFire', 'WaterFire', 'TickFire', 'California', 'CAwx', 'CALFIRE', 'CAFires', 'CaliforniaFire', 'CaliforniaWildfirehttps']",0
1730,Mark Friedlander,"9 #wildfires burning in #california; #kincadefire 30% contained, 77k acres; #tickfire 40% contained; #gettyfire 27% contained; newest fire: #easyfire in #simivalley near @reagan_library; southern california under extreme #redflagwarning due to ""hurricane-force"" #santaanawindshttps: twitter.com/iiiorg/status/1189317271686189056 …",tickfire,"['wildfires', 'California', 'KincadeFire', 'TickFire', 'GettyFire', 'EasyFire', 'SimiValley', 'RedFlagWarning', 'SantaAnaWindshttps']",0
1731,Scott Wilk,today assemblyman tom lackey & i requested fema supply our rural communities w/ lifesaving generators & water. power outages are an outrage.  https: wilk.cssrc.us/content/wilk-and-lackey-ask-president-help-turn-lights-back … @realdonaldtrump @fema #acton #aguadulce #tickfire @tuckercarlsonpic.twitter.com/ku7oafp6mq,tickfire,"['Acton', 'AguaDulce', 'TickFire']",0
1732,Brian Olson,"with all this #hillfire, #easyfire, #gettyfire, #waterfire, & #tickfire i’m just working in downtown la like: pic.twitter.com/xsqk80xa6e",tickfire,"['HillFire', 'EasyFire', 'GettyFire', 'WaterFire', 'TickFire']",0
1733,Joy Valencia,"this list has been majorly helpful for all fire-related news here in socal (made it last year for the #woolseyfire). i refresh this repeatedly and feel like the first to know. #gettyfire #easyfire #mureaufire #tickfire #hillfire
https: twitter.com/joyvalencia/lists/la-vc-fire-info …",tickfire,"['WoolseyFire', 'GettyFire', 'EasyFire', 'MureauFire', 'TickFire', 'HillFire']",0
1734,Think Tank Time,"ronald reagan presidential library escapes damage from easy fire amid extreme red flag warning | fox news 
#ronaldreagan #library #kincadefires #gettyfires #easyfire #tickfire #californiafire #weather #update #breaking #trendinghttps: www.foxnews.com/us/easy-fire-simi-valley-reagan-library-california-red-flag-warning …",tickfire,"['RonaldReagan', 'library', 'kincadefires', 'GettyFires', 'EasyFire', 'TickFire', 'CaliforniaFire', 'Weather', 'UPDATE', 'BREAKING', 'Trendinghttps']",0
1735,Think Tank Time,"fire in california: latest on easy, getty, kincade, sonoma, tick fires and evacuations today — live updates 
#kincadefires #gettyfires #easyfire #tickfire #californiafire #weather #update #breaking #trending #usnews #disastershttps: www.cbsnews.com/live-news/fire-in-california-latest-getty-kincade-sonoma-tick-fires-evacuations-today-live-updates-2019-10-30/ …",tickfire,"['kincadefires', 'GettyFires', 'EasyFire', 'TickFire', 'CaliforniaFire', 'Weather', 'UPDATE', 'BREAKING', 'Trending', 'USNews', 'disastershttps']",0
1736,#DEFENDtheUNBORN ! 👶👣👼🌹🥀🎵🎶✝️⛪🙏♥️😎🇺🇸,"remember the animals! 
     
#gettyfires #tickfire
#easyfire #kincadefireshttps: twitter.com/write2fite/status/1189584917639753728 …",tickfire,"['GettyFires', 'TickFire', 'EasyFire', 'KincadeFireshttps']",0
1737,BeingCharis,"#kincadefire #californiafires #gettyfire #easyfire #tickfire press & others:

- include captioning &/or asl in your videos
- include alt-text image descriptions in your pictures

blind/low-vision & d/deaf/hoh folks use twitter & require these to fully understand your news/updates",tickfire,"['KincadeFire', 'CaliforniaFires', 'GettyFire', 'EasyFire', 'TickFire']",0
1738,"Gerard Braud, CSP, Fellow IEC","to learn effective #crisiscommunications, read this case study on the #wildfires and #pg&eshutoff :  https: ecs.page.link/kd99o 
#disastermanagement #disasterrecovery  #kincaidfire #santarosa #sonoma #tickfire  #gettyfire #easyfire #kincadefires #simivalley #ventura #califirespic.twitter.com/ki1ndhbsbh",tickfire,"['crisiscommunications', 'wildfires', 'PG', 'disastermanagement', 'disasterrecovery', 'KincaidFire', 'SantaRosa', 'Sonoma', 'TickFire', 'gettyfire', 'EasyFire', 'kincadefires', 'SimiValley', 'Ventura', 'califirespic']",0
1739,Hillory Rex,it’s getting to the point that it’s easier just to text all my friends and family and ask if a fire is close to them... #gettyfires #tickfire #whatarewecallingthecalabasasandsimiones?,tickfire,"['GettyFires', 'TickFire', 'whatarewecallingthecalabasasandsimiones']",0
1740,@OnceDeferred,"#kincaidfire
#tickfire
#easyfire
#gettyfire
#californiafire
#californiawildfire
#california is burning

our hearts are with you california!!

#wildfire
#wildfire2019https: twitter.com/ananavarro/status/1189587545505579008 …",tickfire,"['KincaidFire', 'TickFire', 'EasyFire', 'GettyFire', 'CaliforniaFire', 'CaliforniaWildfire', 'California', 'wildfire', 'wildfire2019https']",0
1741,It’s Just Britt 😏,i am home now. we were evacuated thursday from the #tickfire. i took these before it occurred to my dumb ass to leave  pic.twitter.com/xmbttwqh5h,tickfire,['TickFire'],0
1742,Michael Finley,"so now in southern california we still have the #tickfire and #gettyfire, and now we have the #easyfire in simi valley area, the #mureaufire in calabasas, and the #hillfire in jurupa valley! have i missed any #socalfires ??",tickfire,"['TickFire', 'GettyFire', 'EasyFire', 'MureauFire', 'HillFire', 'SoCalFires']",0
1743,Grace Ocean,"#gettyfire #tickfire #kincaidfire 
as soon as u have a chance...consider the following...help yourself !https: twitter.com/solarneighbors/status/1189577314750914561 …",tickfire,"['GettyFire', 'TickFire', 'KincaidFire']",0
1744,News247WorldPress,"#breaking: has the news of #kincadefire, #tickfire, #gettyfire, #easyfire, #molinofire & other #wildfires made you think about what you would do if a #wildfire struck near you? https: news247worldpressuk.com/2019/10/30/breaking-has-the-news-of-kincadefire-tickfire-gettyfire-easyfire-molinofire-other-wildfires-made-you-think-about-what-you-would-do-if-a-wildfire-struck-near-you/ …pic.twitter.com/evbrafiutp",tickfire,"['Breaking', 'KincadeFire', 'TickFire', 'GettyFire', 'EasyFire', 'MolinoFire', 'wildfires', 'wildfire']",0
1745,Santa Clarita City,"there is so much valuable information that can help residents affected by the #tickfire available at the local assistance center. come get the resources and support you need at the centre, 20880 centre pointe parkway - from 10 a.m. to 7 p.m today through monday. #recoverypic.twitter.com/wcif93bwjv",tickfire,"['TickFire', 'Recoverypic']",0
1746,✨wildlotusgirl✨UNSILENT✨,watch my honest raw opinion of these #fires on my #youtube vlog pg&e burns california one city at a time #kincadefire #gettyfire #tickfire #california #californiafire #pgeshutoff #pge19 #pge #power #poweroutage #californiawildfire #wildlotusgirl https: youtu.be/-jazqqxaatc  @youtube,tickfire,"['fires', 'YouTube', 'KincadeFire', 'gettyfire', 'TickFire', 'California', 'CaliforniaFire', 'PGEshutoff', 'PGE19', 'pge', 'power', 'poweroutage', 'CaliforniaWildfire', 'wildlotusgirl']",0
